timestamp,twelvedata,finage,yahoo_finance
1631384890,295.22000,295.22,297.25
1631384957,295.22000,295.22,297.25
1631385022,295.22000,295.22,297.25
1631385086,295.22000,295.22,297.25
1631385150,295.22000,295.22,297.25
1631385214,295.22000,295.22,297.25
1631385279,295.22000,295.22,297.25
1631385343,295.22000,295.22,297.25
1631385407,295.22000,295.22,297.25
1631385471,295.22000,295.22,297.25
1631385535,295.22000,295.22,297.25
1631385599,295.22000,295.22,297.25
1631385664,295.22000,295.22,297.25
1631385728,295.22000,295.22,297.25
1631385792,295.22000,295.22,297.25
1631385856,295.22000,295.22,297.25
1631385920,295.22000,295.22,297.25
1631385984,295.22000,295.22,297.25
1631386048,295.22000,295.22,297.25
1631386112,295.22000,295.22,297.25
1631386176,295.22000,295.22,297.25
1631386240,295.22000,295.22,297.25
1631386305,295.22000,295.22,297.25
1631386369,295.22000,295.22,297.25
1631386433,295.22000,295.22,297.25
1631386497,295.22000,295.22,297.25
1631386561,295.22000,295.22,297.25
1631386625,295.22000,295.22,297.25
1631386690,295.22000,295.22,297.25
1631386754,295.22000,295.22,297.25
1631386818,295.22000,295.22,297.25
1631386882,295.22000,295.22,297.25
1631386946,295.22000,295.22,297.25
1631387010,295.22000,295.22,297.25
1631387074,295.22000,295.22,297.25
1631387138,295.22000,295.22,297.25
1631387203,295.22000,295.22,297.25
1631387268,295.22000,295.22,297.25
1631387332,295.22000,295.22,297.25
1631387396,295.22000,295.22,297.25
1631387460,295.22000,295.22,297.25
1631387524,295.22000,295.22,297.25
1631387588,295.22000,295.22,297.25
1631387653,295.22000,295.22,297.25
1631387717,295.22000,295.22,297.25
1631387782,295.22000,295.22,297.25
1631387846,295.22000,295.22,297.25
1631387910,295.22000,295.22,297.25
1631387975,295.22000,295.22,297.25
1631388041,295.22000,295.22,297.25
1631388106,295.22000,295.22,297.25
1631388171,295.22000,295.22,297.25
1631388235,295.22000,295.22,297.25
1631388300,295.22000,295.22,297.25
1631388364,295.22000,295.22,297.25
1631388429,295.22000,295.22,297.25
1631388493,295.22000,295.22,297.25
1631388557,295.22000,295.22,297.25
1631388622,295.22000,295.22,297.25
1631388686,295.22000,295.22,297.25
1631388750,295.22000,295.22,297.25
1631388814,295.22000,295.22,297.25
1631388879,295.22000,295.22,297.25
1631388943,295.22000,295.22,297.25
1631389007,295.22000,295.22,297.25
1631389072,295.22000,295.22,297.25
1631389136,295.22000,295.22,297.25
1631389201,295.22000,295.22,297.25
1631389265,295.22000,295.22,297.25
1631389330,295.22000,295.22,297.25
1631389394,295.22000,295.22,297.25
1631389458,295.22000,295.22,297.25
1631389522,295.22000,295.22,297.25
1631389587,295.22000,295.22,297.25
1631389651,295.22000,295.22,297.25
1631389716,295.22000,295.22,297.25
1631389780,295.22000,295.22,297.25
1631389844,295.22000,295.22,297.25
1631389908,295.22000,295.22,297.25
1631389973,295.22000,295.22,297.25
1631390037,295.22000,295.22,297.25
1631390101,295.22000,295.22,297.25
1631390166,295.22000,295.22,297.25
1631390230,295.22000,295.22,297.25
1631390294,295.22000,295.22,297.25
1631390359,295.22000,295.22,297.25
1631390423,295.22000,295.22,297.25
1631390488,295.22000,295.22,297.25
1631390552,295.22000,295.22,297.25
1631390616,295.22000,295.22,297.25
1631390681,295.22000,295.22,297.25
1631390745,295.22000,295.22,297.25
1631390809,295.22000,295.22,297.25
1631390873,295.22000,295.22,297.25
1631390937,295.22000,295.22,297.25
1631391001,295.22000,295.22,297.25
1631391066,295.22000,295.22,297.25
1631391130,295.22000,295.22,297.25
1631391194,295.22000,295.22,297.25
1631391259,295.22000,295.22,297.25
1631391323,295.22000,295.22,297.25
1631391387,295.22000,295.22,297.25
1631391451,295.22000,295.22,297.25
1631391515,295.22000,295.22,297.25
1631391580,295.22000,295.22,297.25
1631391645,295.22000,295.22,297.25
1631391709,295.22000,295.22,297.25
1631391773,295.22000,295.22,297.25
1631391837,295.22000,295.22,297.25
1631391901,295.22000,295.22,297.25
1631391965,295.22000,295.22,297.25
1631392029,295.22000,295.22,297.25
1631392094,295.22000,295.22,297.25
1631392165,295.22000,295.22,297.25
1631392229,295.22000,295.22,297.25
1631392293,295.22000,295.22,297.25
1631392358,295.22000,295.22,297.25
1631392422,295.22000,295.22,297.25
1631392486,295.22000,295.22,297.25
1631392551,295.22000,295.22,297.25
1631392615,295.22000,295.22,297.25
1631392679,295.22000,295.22,297.25
1631392743,295.22000,295.22,297.25
1631392809,295.22000,295.22,297.25
1631392873,295.22000,295.22,297.25
1631392937,295.22000,295.22,297.25
1631393001,295.22000,295.22,297.25
1631393066,295.22000,295.22,297.25
1631393131,295.22000,295.22,297.25
1631393200,295.22000,295.22,297.25
1631393264,295.22000,295.22,297.25
1631393329,295.22000,295.22,297.25
1631393394,295.22000,295.22,297.25
1631393458,295.22000,295.22,297.25
1631393522,295.22000,295.22,297.25
1631393587,295.22000,295.22,297.25
1631393651,295.22000,295.22,297.25
1631393715,295.22000,295.22,297.25
1631393779,295.22000,295.22,297.25
1631393843,295.22000,295.22,297.25
1631393907,295.22000,295.22,297.25
1631393973,295.22000,295.22,297.25
1631394037,295.22000,295.22,297.25
1631394101,295.22000,295.22,297.25
1631394166,295.22000,295.22,297.25
1631394230,295.22000,295.22,297.25
1631394294,295.22000,295.22,297.25
1631394359,295.22000,295.22,297.25
1631394423,295.22000,295.22,297.25
1631394489,295.22000,295.22,297.25
1631394554,295.22000,295.22,297.25
1631394623,295.22000,295.22,297.25
1631394688,295.22000,295.22,297.25
1631394752,295.22000,295.22,297.25
1631394816,295.22000,295.22,297.25
1631394880,295.22000,295.22,297.25
1631394944,295.22000,295.22,297.25
1631395009,295.22000,295.22,297.25
1631395073,295.22000,295.22,297.25
1631395137,295.22000,295.22,297.25
1631395202,295.22000,295.22,297.25
1631395272,295.22000,295.22,297.25
1631395336,295.22000,295.22,297.25
1631395401,295.22000,295.22,297.25
1631395467,295.22000,295.22,297.25
1631395531,295.22000,295.22,297.25
1631395595,295.22000,295.22,297.25
1631395659,295.22000,295.22,297.25
1631395723,295.22000,295.22,297.25
1631395787,295.22000,295.22,297.25
1631395851,295.22000,295.22,297.25
1631395915,295.22000,295.22,297.25
1631395979,295.22000,295.22,297.25
1631396044,295.22000,295.22,297.25
1631396108,295.22000,295.22,297.25
1631396172,295.22000,295.22,297.25
1631396237,295.22000,295.22,297.25
1631396302,295.22000,295.22,297.25
1631396366,295.22000,295.22,297.25
1631396431,295.22000,295.22,297.25
1631396495,295.22000,295.22,297.25
1631396559,295.22000,295.22,297.25
1631396624,295.22000,295.22,297.25
1631396688,295.22000,295.22,297.25
1631396752,295.22000,295.22,297.25
1631396817,295.22000,295.22,297.25
1631396881,295.22000,295.22,297.25
1631396946,295.22000,295.22,297.25
1631397010,295.22000,295.22,297.25
1631397075,295.22000,295.22,297.25
1631397139,295.22000,295.22,297.25
1631397202,295.22000,295.22,297.25
1631397267,295.22000,295.22,297.25
1631397331,295.22000,295.22,297.25
1631397395,295.22000,295.22,297.25
1631397459,295.22000,295.22,297.25
1631397523,295.22000,295.22,297.25
1631397587,295.22000,295.22,297.25
1631397651,295.22000,295.22,297.25
1631397715,295.22000,295.22,297.25
1631397779,295.22000,295.22,297.25
1631397844,295.22000,295.22,297.25
1631397908,295.22000,295.22,297.25
1631397972,295.22000,295.22,297.25
1631398037,295.22000,295.22,297.25
1631398101,295.22000,295.22,297.25
1631398165,295.22000,295.22,297.25
1631398229,295.22000,295.22,297.25
1631398293,295.22000,295.22,297.25
1631398357,295.22000,295.22,297.25
1631398421,295.22000,295.22,297.25
1631398485,295.22000,295.22,297.25
1631398549,295.22000,295.22,297.25
1631398613,295.22000,295.22,297.25
1631398677,295.22000,295.22,297.25
1631398741,295.22000,295.22,297.25
1631398806,295.22000,295.22,297.25
1631398870,295.22000,295.22,297.25
1631398934,295.22000,295.22,297.25
1631398998,295.22000,295.22,297.25
1631399062,295.22000,295.22,297.25
1631399126,295.22000,295.22,297.25
1631399190,295.22000,295.22,297.25
1631399254,295.22000,295.22,297.25
1631399318,295.22000,295.22,297.25
1631399382,295.22000,295.22,297.25
1631399446,295.22000,295.22,297.25
